player_key,player_name,match_idx,match_date,tournament,category,round,result,score,opponent,three_dart_average,points_scored,darts_thrown,opponent_avg,perf_vs_opp
28,Ryan Joyce,9,2026-03-31,Players Championship,PT,Last 128,Lost,2 V 6,Jurjen van der Velde,100.1,3470,104,107.24,-7.14
28,Ryan Joyce,10,2026-03-30,Players Championship,PT,Last 128,Lost,5 V 6,Arno Merk,93.48,5048,162,94.82,-1.34
138,Beau Greaves,1,2026-04-28,Players Championship,PT,Last 16,Lost,0 V 6,Tom Bissell,95.93,2782,87,98.02,-2.09
138,Beau Greaves,2,2026-04-28,Players Championship,PT,Last 32,Won,6 V 3,Stefan Bellmont,84.1,4317,154,80.64,3.46
138,Beau Greaves,3,2026-04-28,Players Championship,PT,Last 64,Won,6 V 5,Damon Heta,96.28,5071,158,100.07,-3.79
138,Beau Greaves,4,2026-04-28,Players Championship,PT,Last 128,Won,6 V 2,Tommy Morris,99.1,3799,115,90.54,8.56
138,Beau Greaves,5,2026-04-27,Players Championship,PT,Final,Won,8 V 7,Michael Smith,96.49,6658,207,97.74,-1.25
138,Beau Greaves,6,2026-04-27,Players Championship,PT,Semi Final,Won,7 V 1,Gary Anderson,105.56,3976,113,96.11,9.45
138,Beau Greaves,7,2026-04-27,Players Championship,PT,Quarter Final,Won,6 V 5,Rob Cross,102.56,5162,151,105.96,-3.4
138,Beau Greaves,8,2026-04-27,Players Championship,PT,Last 16,Won,6 V 4,Karel Sedláček,97.13,4727,146,95.98,1.15
138,Beau Greaves,9,2026-04-27,Players Championship,PT,Last 32,Won,6 V 2,Jeffrey Sparidaans,97.49,3932,121,84.23,13.26
138,Beau Greaves,10,2026-04-27,Players Championship,PT,Last 64,Won,6 V 4,Thomas Lovely,96.42,4821,150,92.84,3.58
46158,Tom Bissell,1,2026-04-28,Players Championship,PT,Semi Final,Lost,4 V 7,Wessel Nijman,100.18,5076,152,103.41,-3.23
46158,Tom Bissell,2,2026-04-28,Players Championship,PT,Quarter Final,Won,6 V 3,Max Hopp,101.81,4344,128,90.56,11.25
46158,Tom Bissell,3,2026-04-28,Players Championship,PT,Last 16,Won,6 V 0,Beau Greaves,98.02,3006,92,95.93,2.09
46158,Tom Bissell,4,2026-04-28,Players Championship,PT,Last 32,Won,6 V 3,Cor Dekker,98.13,4416,135,93.25,4.88
46158,Tom Bissell,5,2026-04-28,Players Championship,PT,Last 64,Won,6 V 3,Ross Smith,103.62,4421,128,91.6,12.02
46158,Tom Bissell,6,2026-04-28,Players Championship,PT,Last 128,Won,6 V 0,Carl Sneyd,100.2,3006,90,89.64,10.56
46158,Tom Bissell,7,2026-04-27,Players Championship,PT,Last 64,Lost,4 V 6,Krzysztof Ratajski,94.24,4555,145,98.34,-4.1
46158,Tom Bissell,8,2026-04-27,Players Championship,PT,Last 128,Won,6 V 4,Adam Lipscombe,82.01,4620,169,84.82,-2.81
46158,Tom Bissell,9,2026-04-15,European Tour Card Holder Qualifier,Q,Final,Won,6 V 4,Jeffrey de Zwaan,101.63,4675,138,101.96,-0.33
46158,Tom Bissell,10,2026-04-15,European Tour Card Holder Qualifier,Q,Semi Final,Won,6 V 1,Rhys Griffin,88.11,3348,114,83.11,5.0
129,Keane Barry,1,2026-04-28,Players Championship,PT,Last 64,Lost,5 V 6,Alexander Merkx,84.74,5254,186,84.16,0.58
129,Keane Barry,2,2026-04-28,Players Championship,PT,Last 128,Won,6 V 5,Luke Humphries,89.8,4819,161,98.89,-9.09
129,Keane Barry,3,2026-04-27,Players Championship,PT,Last 128,Lost,3 V 6,Rob Owen,88.15,4143,141,89.22,-1.07
129,Keane Barry,4,2026-04-18,European Tour,ET,Last 32,Lost,3 V 6,Josh Rock,91.67,4003,131,97.98,-6.31
129,Keane Barry,5,2026-04-17,European Tour,ET,Last 48 (Premier),Won,6 V 3,Niels Zonneveld,95.73,4308,135,96.12,-0.39
129,Keane Barry,6,2026-04-15,European Tour Card Holder Qualifier,Q,Final,Won,6 V 3,Shane McGuirk,91.91,4044,132,96.21,-4.3
129,Keane Barry,7,2026-04-15,European Tour Card Holder Qualifier,Q,Semi Final,Won,6 V 3,Adam Leek,96.02,4449,139,90.19,5.83
129,Keane Barry,8,2026-04-15,European Tour Card Holder Qualifier,Q,Quarter Final,Won,6 V 4,Scott Williams,91.27,4746,156,88.63,2.64
129,Keane Barry,9,2026-04-15,European Tour Card Holder Qualifier,Q,Quarter Final,Lost,5 V 6,Madars Razma,93.65,5338,171,93.11,0.54
129,Keane Barry,10,2026-04-14,Players Championship,PT,Last 128,Lost,3 V 6,Callan Rydz,86.81,4051,140,85.06,1.75
65,Mickey Mansell,1,2026-04-28,Players Championship,PT,Last 128,Lost,4 V 6,Maik Kuivenhoven,95.1,4565,144,97.34,-2.24
65,Mickey Mansell,2,2026-04-27,Players Championship,PT,Last 128,Lost,2 V 6,Darryl Pilgrim,89.59,3494,117,95.5,-5.91
65,Mickey Mansell,3,2026-04-18,European Tour,ET,Last 32,Lost,3 V 6,Stephen Bunting,89.72,4097,137,93.02,-3.3
65,Mickey Mansell,4,2026-04-17,European Tour,ET,Last 48 (Premier),Won,6 V 2,Rob Cross,100.32,3812,114,92.95,7.37
65,Mickey Mansell,5,2026-04-15,European Tour Card Holder Qualifier,Q,Semi Final,Lost,5 V 6,Christian Kist,88.26,5119,174,88.82,-0.56
65,Mickey Mansell,6,2026-04-15,European Tour Card Holder Qualifier,Q,Quarter Final,Won,6 V 5,Darius Labanauskas,86.91,4983,172,89.08,-2.17
65,Mickey Mansell,7,2026-04-15,European Tour Card Holder Qualifier,Q,Quarter Final,Lost,2 V 6,Dimitri Van den Bergh,71.42,3333,140,84.08,-12.66
65,Mickey Mansell,8,2026-04-14,Players Championship,PT,Last 128,Lost,5 V 6,Daniel Klose,91.78,5262,172,86.12,5.66
65,Mickey Mansell,9,2026-04-13,Players Championship,PT,Last 128,Lost,3 V 6,Mike De Decker,87.13,4182,144,93.68,-6.55
65,Mickey Mansell,10,2026-04-01,European Tour Card Holder Qualifier,Q,Final,Won,6 V 5,Darius Labanauskas,98.72,5298,161,98.85,-0.13
38,Gabriel Clemens,1,2026-04-28,Players Championship,PT,Last 128,Lost,2 V 6,Kevin Doets,87.4,3758,129,89.88,-2.48
38,Gabriel Clemens,2,2026-04-27,Players Championship,PT,Last 64,Lost,5 V 6,Callan Rydz,91.13,5103,168,86.93,4.2
38,Gabriel Clemens,3,2026-04-27,Players Championship,PT,Last 128,Won,6 V 2,Ryan Joyce,83.45,3783,136,77.57,5.88
38,Gabriel Clemens,4,2026-04-15,European Tour Card Holder Qualifier,Q,Quarter Final,Lost,5 V 6,Charlie Manby,92.84,5168,167,93.37,-0.53
38,Gabriel Clemens,5,2026-04-15,European Tour Card Holder Qualifier,Q,Semi Final,Lost,5 V 6,Jeffrey de Zwaan,89.96,5128,171,86.48,3.48
38,Gabriel Clemens,6,2026-04-15,European Tour Card Holder Qualifier,Q,Quarter Final,Won,6 V 0,Greg Ritchie,88.41,3006,102,79.31,9.1
38,Gabriel Clemens,7,2026-04-14,Players Championship,PT,Last 16,Lost,0 V 6,Kevin Doets,89.27,2321,78,107.36,-18.09
38,Gabriel Clemens,8,2026-04-14,Players Championship,PT,Last 32,Won,6 V 5,David Sharp,90.11,4956,165,91.4,-1.29
38,Gabriel Clemens,9,2026-04-14,Players Championship,PT,Last 64,Won,6 V 0,Wesley Plaisier,96.97,3006,93,79.86,17.11
38,Gabriel Clemens,10,2026-04-14,Players Championship,PT,Last 128,Won,6 V 0,Niall Culleton,91.09,3006,99,84.63,6.46
3043,Shane McGuirk,1,2026-04-28,Players Championship,PT,Last 128,Lost,5 V 6,Daryl Gurney,89.64,5169,173,90.74,-1.1
3043,Shane McGuirk,2,2026-04-27,Players Championship,PT,Last 64,Lost,4 V 6,Luke Humphries,91.57,4151,136,103.81,-12.24
3043,Shane McGuirk,3,2026-04-27,Players Championship,PT,Last 128,Won,6 V 1,Oskar Lukasiak,88.65,3487,118,82.0,6.65
3043,Shane McGuirk,4,2026-04-15,European Tour Card Holder Qualifier,Q,Final,Lost,3 V 6,Keane Barry,96.21,4137,129,91.91,4.3
3043,Shane McGuirk,5,2026-04-15,European Tour Card Holder Qualifier,Q,Semi Final,Won,6 V 1,Nick Kenny,95.75,3447,108,83.78,11.97
3043,Shane McGuirk,6,2026-04-15,European Tour Card Holder Qualifier,Q,Quarter Final,Won,6 V 3,Viktor Tingstrom,90.4,4279,142,79.65,10.75
3043,Shane McGuirk,7,2026-04-15,European Tour Card Holder Qualifier,Q,Final,Lost,4 V 6,Jeffrey de Zwaan,88.78,4646,157,84.21,4.57
3043,Shane McGuirk,8,2026-04-15,European Tour Card Holder Qualifier,Q,Semi Final,Won,6 V 2,Adam Leek,96.03,3809,119,85.47,10.56
3043,Shane McGuirk,9,2026-04-15,European Tour Card Holder Qualifier,Q,Quarter Final,Won,6 V 3,Nick Kenny,95.45,4359,137,90.11,5.34
3043,Shane McGuirk,10,2026-04-14,Players Championship,PT,Last 32,Lost,1 V 6,James Hurrell,75.33,2486,99,100.11,-24.78
2062,Ritchie Edhouse,1,2026-04-28,Players Championship,PT,Last 128,Lost,4 V 6,Mario Vandenbogaerde,88.72,4436,150,96.21,-7.49
2062,Ritchie Edhouse,2,2026-04-27,Players Championship,PT,Last 128,Lost,1 V 6,Jeffrey de Graaf,104.03,3225,93,106.99,-2.96
2062,Ritchie Edhouse,3,2026-04-15,European Tour Card Holder Qualifier,Q,Semi Final,Lost,2 V 6,Owen Bates,99.06,3566,108,99.85,-0.79
2062,Ritchie Edhouse,4,2026-04-15,European Tour Card Holder Qualifier,Q,Quarter Final,Won,6 V 4,David Sharp,97.14,4760,147,96.56,0.58
2062,Ritchie Edhouse,5,2026-04-15,European Tour Card Holder Qualifier,Q,Quarter Final,Lost,4 V 6,Darryl Pilgrim,88.87,4621,156,88.78,0.09
2062,Ritchie Edhouse,6,2026-04-14,Players Championship,PT,Last 128,Lost,5 V 6,Tavis Dudeney,78.39,5383,206,73.6,4.79
2062,Ritchie Edhouse,7,2026-04-13,Players Championship,PT,Last 128,Lost,4 V 6,Peter Wright,82.85,4474,162,87.53,-4.68
2062,Ritchie Edhouse,8,2026-04-05,European Tour,ET,Last 32,Lost,5 V 6,Danny Noppert,96.78,4968,154,99.41,-2.63
2062,Ritchie Edhouse,9,2026-04-04,European Tour,ET,Last 48 (Premier),Won,6 V 3,Kevin Troppmann,95.27,4160,131,92.73,2.54
2062,Ritchie Edhouse,10,2026-04-01,European Tour Card Holder Qualifier,Q,Quarter Final,Lost,4 V 6,Jurjen van der Velde,88.44,4363,148,92.06,-3.62
91,Maik Kuivenhoven,1,2026-04-28,Players Championship,PT,Last 64,Lost,3 V 6,Kevin Doets,98.25,4192,128,96.05,2.2
91,Maik Kuivenhoven,2,2026-04-28,Players Championship,PT,Last 128,Won,6 V 4,Mickey Mansell,97.34,4575,141,95.1,2.24
91,Maik Kuivenhoven,3,2026-04-27,Players Championship,PT,Last 128,Lost,2 V 6,Luke Woodhouse,93.9,3662,117,97.05,-3.15
91,Maik Kuivenhoven,4,2026-04-17,European Tour,ET,Last 48 (Premier),Lost,1 V 6,Joe Cullen,84.31,2979,106,87.58,-3.27
91,Maik Kuivenhoven,5,2026-04-15,European Tour Card Holder Qualifier,Q,Final,Lost,4 V 6,Kim Huybrechts,95.42,4580,144,95.48,-0.06
91,Maik Kuivenhoven,6,2026-04-15,European Tour Card Holder Qualifier,Q,Semi Final,Won,6 V 5,Greg Ritchie,98.38,5214,159,92.17,6.21
91,Maik Kuivenhoven,7,2026-04-15,European Tour Card Holder Qualifier,Q,Quarter Final,Won,6 V 3,Martin Lukeman,89.94,4347,145,87.35,2.59
91,Maik Kuivenhoven,8,2026-04-15,European Tour Card Holder Qualifier,Q,Quarter Final,Lost,5 V 6,Martin Lukeman,88.14,4936,168,90.16,-2.02
91,Maik Kuivenhoven,9,2026-04-14,Players Championship,PT,Last 64,Lost,3 V 6,Raymond van Barneveld,92.41,4251,138,85.83,6.58
91,Maik Kuivenhoven,10,2026-04-14,Players Championship,PT,Last 128,Won,6 V 1,Yorick Hofkens,96.08,3491,109,83.63,12.45
50760,Tom Sykes,1,2026-04-28,Players Championship,PT,Last 64,Lost,5 V 6,Wessel Nijman,91.96,4935,161,96.62,-4.66
50760,Tom Sykes,2,2026-04-28,Players Championship,PT,Last 128,Won,6 V 5,Cam Crabtree,95.2,5268,166,91.83,3.37
50760,Tom Sykes,3,2026-04-27,Players Championship,PT,Last 32,Lost,2 V 6,Wessel Nijman,94.24,3267,104,113.37,-19.13
50760,Tom Sykes,4,2026-04-27,Players Championship,PT,Last 64,Won,6 V 2,Nathan Potter,104.02,3814,110,97.83,6.19
50760,Tom Sykes,5,2026-04-27,Players Championship,PT,Last 128,Won,6 V 1,Raymond van Barneveld,101.38,3413,101,83.38,18.0
50760,Tom Sykes,6,2026-04-15,European Tour Card Holder Qualifier,Q,Semi Final,Lost,4 V 6,Connor Scutt,92.39,4404,143,90.38,2.01
50760,Tom Sykes,7,2026-04-15,European Tour Card Holder Qualifier,Q,Quarter Final,Won,6 V 3,Alexander Merkx,90.52,4375,145,86.98,3.54
50760,Tom Sykes,8,2026-04-15,European Tour Card Holder Qualifier,Q,Quarter Final,Lost,3 V 6,Viktor Tingstrom,91.7,4218,138,92.5,-0.8
50760,Tom Sykes,9,2026-04-14,Players Championship,PT,Last 128,Lost,3 V 6,Max Hopp,93.73,4093,131,91.93,1.8
50760,Tom Sykes,10,2026-04-13,Players Championship,PT,Quarter Final,Lost,0 V 6,Justin Hood,82.25,2303,84,104.86,-22.61
42,Madars Razma,1,2026-04-28,Players Championship,PT,Last 64,Lost,2 V 6,Chris Dobey,87.95,3254,111,100.14,-12.19
42,Madars Razma,2,2026-04-28,Players Championship,PT,Last 128,Won,6 V 4,Wesley Plaisier,91.89,4533,148,88.92,2.97
42,Madars Razma,3,2026-04-27,Players Championship,PT,Last 64,Lost,5 V 6,Gian van Veen,96.87,5134,159,94.43,2.44
42,Madars Razma,4,2026-04-27,Players Championship,PT,Last 128,Won,6 V 2,Maximilian Czerwinski,93.18,3727,120,91.79,1.39
42,Madars Razma,5,2026-04-17,European Tour,ET,Last 48 (Premier),Lost,4 V 6,Damon Heta,90.75,4598,152,95.65,-4.9
42,Madars Razma,6,2026-04-15,European Tour Card Holder Qualifier,Q,Final,Won,6 V 3,Niall Culleton,92.66,4324,140,83.01,9.65
42,Madars Razma,7,2026-04-15,European Tour Card Holder Qualifier,Q,Semi Final,Won,6 V 5,Benjamin Pratnemer,102.02,5135,151,99.06,2.96
42,Madars Razma,8,2026-04-15,European Tour Card Holder Qualifier,Q,Quarter Final,Won,6 V 2,Ian White,96.12,3941,123,85.3,10.82
42,Madars Razma,9,2026-04-15,European Tour Card Holder Qualifier,Q,Semi Final,Lost,4 V 6,Sietse Lap,84.23,4408,157,89.53,-5.3
42,Madars Razma,10,2026-04-15,European Tour Card Holder Qualifier,Q,Quarter Final,Won,6 V 5,Keane Barry,93.11,5245,169,93.65,-0.54
23,Brendan Dolan,1,2026-04-28,Players Championship,PT,Last 32,Lost,3 V 6,Max Hopp,93.94,4196,134,96.81,-2.87
23,Brendan Dolan,2,2026-04-28,Players Championship,PT,Last 64,Won,6 V 5,Andrew Gilding,91.99,5213,170,92.86,-0.87
23,Brendan Dolan,3,2026-04-28,Players Championship,PT,Last 128,Won,6 V 1,Thibault Tricole,94.06,3449,110,81.81,12.25
23,Brendan Dolan,4,2026-04-27,Players Championship,PT,Last 128,Lost,1 V 6,Justin Hood,87.09,2787,96,106.38,-19.29
23,Brendan Dolan,5,2026-04-15,European Tour Card Holder Qualifier,Q,Quarter Final,Lost,5 V 6,Wesley Plaisier,94.23,5151,164,95.8,-1.57
23,Brendan Dolan,6,2026-04-15,European Tour Card Holder Qualifier,Q,Semi Final,Lost,1 V 6,Cristo Reyes,90.69,3174,105,93.14,-2.45
23,Brendan Dolan,7,2026-04-15,European Tour Card Holder Qualifier,Q,Quarter Final,Won,6 V 4,Marvin van Velzen,97.37,4479,138,93.45,3.92
23,Brendan Dolan,8,2026-04-14,Players Championship,PT,Last 16,Lost,4 V 6,Scott Waites,88.54,4663,158,89.81,-1.27
23,Brendan Dolan,9,2026-04-14,Players Championship,PT,Last 32,Won,6 V 3,Kim Huybrechts,96.2,4329,135,91.07,5.13
23,Brendan Dolan,10,2026-04-14,Players Championship,PT,Last 64,Won,6 V 3,Jonny Clayton,91.58,4335,142,87.34,4.24
2171,Christian Kist,1,2026-04-28,Players Championship,PT,Last 64,Lost,3 V 6,Jurjen van der Velde,83.54,3843,138,89.76,-6.22
2171,Christian Kist,2,2026-04-28,Players Championship,PT,Last 128,Won,6 V 5,Rob Cross,91.79,5232,171,94.48,-2.69
2171,Christian Kist,3,2026-04-27,Players Championship,PT,Last 64,Lost,4 V 6,Benjamin Pratnemer,94.35,4466,142,93.08,1.27
2171,Christian Kist,4,2026-04-27,Players Championship,PT,Last 128,Won,6 V 3,Martin Schindler,102.5,4271,125,96.48,6.02
2171,Christian Kist,5,2026-04-15,European Tour Card Holder Qualifier,Q,Final,Lost,5 V 6,Connor Scutt,87.96,5248,179,86.3,1.66
2171,Christian Kist,6,2026-04-15,European Tour Card Holder Qualifier,Q,Semi Final,Won,6 V 5,Mickey Mansell,88.82,5181,175,88.26,0.56
2171,Christian Kist,7,2026-04-15,European Tour Card Holder Qualifier,Q,Quarter Final,Won,6 V 5,Matthias Ehlers,85.52,5359,188,78.97,6.55
2171,Christian Kist,8,2026-04-15,European Tour Card Holder Qualifier,Q,Final,Lost,5 V 6,Max Hopp,89.8,4879,163,95.23,-5.43
2171,Christian Kist,9,2026-04-15,European Tour Card Holder Qualifier,Q,Semi Final,Won,6 V 3,Darryl Pilgrim,94.02,4137,132,92.77,1.25
2171,Christian Kist,10,2026-04-15,European Tour Card Holder Qualifier,Q,Quarter Final,Won,6 V 4,Carl Sneyd,87.6,4643,159,87.44,0.16
2363,Mario Vandenbogaerde,1,2026-04-28,Players Championship,PT,Last 64,Lost,1 V 6,Mike De Decker,94.74,3158,100,95.01,-0.27
2363,Mario Vandenbogaerde,2,2026-04-28,Players Championship,PT,Last 128,Won,6 V 4,Ritchie Edhouse,96.21,4682,146,88.72,7.49
2363,Mario Vandenbogaerde,3,2026-04-27,Players Championship,PT,Last 128,Lost,3 V 6,William O&#039;Connor,94.88,4080,129,105.02,-10.14
2363,Mario Vandenbogaerde,4,2026-04-15,European Tour Card Holder Qualifier,Q,Quarter Final,Lost,4 V 6,Rob Cross,89.12,4783,161,87.78,1.34
2363,Mario Vandenbogaerde,5,2026-04-15,European Tour Card Holder Qualifier,Q,Last 16,Lost,4 V 6,Dominik Gruellich,90.16,4478,149,97.49,-7.33
2363,Mario Vandenbogaerde,6,2026-04-14,Players Championship,PT,Last 128,Lost,4 V 6,Jack Aldridge,91.19,4742,156,89.03,2.16
2363,Mario Vandenbogaerde,7,2026-04-13,Players Championship,PT,Last 128,Lost,1 V 6,Jim Long,90.98,2972,98,99.0,-8.02
2363,Mario Vandenbogaerde,8,2026-04-01,European Tour Card Holder Qualifier,Q,Quarter Final,Lost,3 V 6,Yorick Hofkens,80.98,3860,143,85.22,-4.24
2363,Mario Vandenbogaerde,9,2026-04-01,European Tour Card Holder Qualifier,Q,Semi Final,Lost,5 V 6,Madars Razma,89.98,5219,174,85.3,4.68
2363,Mario Vandenbogaerde,10,2026-04-01,European Tour Card Holder Qualifier,Q,Quarter Final,Won,6 V 2,Tytus Kanik,88.17,3850,131,85.33,2.84
5185,Darryl Pilgrim,1,2026-04-28,Players Championship,PT,Last 16,Lost,5 V 6,Max Hopp,91.98,4875,159,98.49,-6.51
5185,Darryl Pilgrim,2,2026-04-28,Players Championship,PT,Last 32,Won,6 V 5,Danny Noppert,92.76,4731,153,99.79,-7.03
5185,Darryl Pilgrim,3,2026-04-28,Players Championship,PT,Last 64,Won,6 V 3,Karel Sedláček,91.62,4245,139,90.27,1.35
5185,Darryl Pilgrim,4,2026-04-28,Players Championship,PT,Last 128,Won,6 V 4,Adam Warner,93.6,4836,155,88.3,5.3
5185,Darryl Pilgrim,5,2026-04-27,Players Championship,PT,Last 64,Lost,4 V 6,Ross Smith,93.06,4529,146,102.19,-9.13
5185,Darryl Pilgrim,6,2026-04-27,Players Championship,PT,Last 128,Won,6 V 2,Mickey Mansell,95.5,3788,119,89.59,5.91
5185,Darryl Pilgrim,7,2026-04-15,European Tour Card Holder Qualifier,Q,Quarter Final,Lost,3 V 6,Andy Boulton,88.29,4297,146,89.9,-1.61
5185,Darryl Pilgrim,8,2026-04-15,European Tour Card Holder Qualifier,Q,Semi Final,Lost,3 V 6,Christian Kist,92.77,3958,128,94.02,-1.25
5185,Darryl Pilgrim,9,2026-04-15,European Tour Card Holder Qualifier,Q,Quarter Final,Won,6 V 4,Ritchie Edhouse,88.78,4646,157,88.87,-0.09
5185,Darryl Pilgrim,10,2026-04-14,Players Championship,PT,Last 64,Lost,2 V 6,Ryan Joyce,93.45,3551,114,96.4,-2.95
5636,Charlie Manby,1,2026-04-28,Players Championship,PT,Last 64,Lost,5 V 6,James Wade,93.54,5051,162,92.63,0.91
5636,Charlie Manby,2,2026-04-28,Players Championship,PT,Last 128,Won,6 V 1,Stefaan Henderyck,86.69,3323,115,81.03,5.66
5636,Charlie Manby,3,2026-04-27,Players Championship,PT,Last 128,Lost,4 V 6,Niels Zonneveld,91.11,4434,146,95.73,-4.62
5636,Charlie Manby,4,2026-04-26,Development Tour,0,Quarter Final,Lost,4 V 5,Dominik Gruellich,93.23,4071,131,92.33,0.9
5636,Charlie Manby,5,2026-04-26,Development Tour,0,Last 16,Won,4 V 1,Ieuan Halsall,85.99,2465,86,79.43,6.56
5636,Charlie Manby,6,2026-04-26,Development Tour,0,Last 32,Won,4 V 2,Ashton Brown,97.53,2796,86,92.33,5.2
5636,Charlie Manby,7,2026-04-26,Development Tour,0,Last 64,Won,4 V 1,Louis Jones,92.14,2457,80,75.68,16.46
5636,Charlie Manby,8,2026-04-26,Development Tour,0,Last 128,Won,4 V 0,Josef Howlett,101.9,2004,59,80.58,21.32
5636,Charlie Manby,9,2026-04-26,Development Tour,0,Last 256,Won,4 V 2,Archie Self,88.87,2903,98,85.63,3.24
5636,Charlie Manby,10,2026-04-26,Development Tour,0,Last 512,Won,4 V 1,Callum Schofield,87.85,2489,85,73.89,13.96
33021,Cam Crabtree,1,2026-04-28,Players Championship,PT,Last 128,Lost,5 V 6,Tom Sykes,91.83,4959,162,95.2,-3.37
33021,Cam Crabtree,2,2026-04-27,Players Championship,PT,Last 128,Lost,1 V 6,Damon Heta,87.25,3112,107,89.61,-2.36
33021,Cam Crabtree,3,2026-04-26,Development Tour,0,Last 128,Lost,2 V 4,Jurjen van der Velde,89.77,2783,93,93.16,-3.39
33021,Cam Crabtree,4,2026-04-26,Development Tour,0,Last 256,Won,4 V 2,Shaun Conway,76.94,2821,110,69.59,7.35
33021,Cam Crabtree,5,2026-04-26,Development Tour,0,Last 512,Won,4 V 0,Ellis Hobday,88.41,2004,68,46.55,41.86
33021,Cam Crabtree,6,2026-04-25,Development Tour,0,Last 32,Lost,3 V 4,Keenan Thomas,77.71,3186,123,81.82,-4.11
33021,Cam Crabtree,7,2026-04-25,Development Tour,0,Last 64,Won,4 V 1,George Moore,85.41,2420,85,78.33,7.08
33021,Cam Crabtree,8,2026-04-25,Development Tour,0,Last 128,Won,4 V 2,Ryan Branley,87.28,2822,97,75.83,11.45
33021,Cam Crabtree,9,2026-04-25,Development Tour,0,Last 256,Won,4 V 1,Bradly Roes,75.09,2503,100,62.91,12.18
33021,Cam Crabtree,10,2026-04-25,Development Tour,0,Last 256,Lost,3 V 4,Sebastian Bialecki,96.03,3201,100,98.17,-2.14
1982,Raymond van Barneveld,1,2026-04-28,Players Championship,PT,Last 128,Lost,1 V 6,Krzysztof Ratajski,90.39,3013,100,99.26,-8.87
1982,Raymond van Barneveld,2,2026-04-27,Players Championship,PT,Last 128,Lost,1 V 6,Tom Sykes,83.38,2807,101,101.38,-18.0
1982,Raymond van Barneveld,3,2026-04-17,European Tour,ET,Last 48 (Premier),Lost,3 V 6,Cameron Menzies,96.05,4066,127,104.5,-8.45
1982,Raymond van Barneveld,4,2026-04-15,European Tour Card Holder Qualifier,Q,Quarter Final,Lost,5 V 6,Adam Leek,85.91,4811,168,95.24,-9.33
1982,Raymond van Barneveld,5,2026-04-14,Players Championship,PT,Last 32,Lost,3 V 6,Chris Dobey,88.55,3601,122,105.07,-16.52
1982,Raymond van Barneveld,6,2026-04-14,Players Championship,PT,Last 64,Won,6 V 3,Maik Kuivenhoven,85.83,4177,146,92.41,-6.58
1982,Raymond van Barneveld,7,2026-04-14,Players Championship,PT,Last 128,Won,6 V 2,Maximilian Czerwinski,98.65,3979,121,83.98,14.67
1982,Raymond van Barneveld,8,2026-04-13,Players Championship,PT,Last 128,Lost,1 V 6,Beau Greaves,90.2,3157,105,92.86,-2.66
1982,Raymond van Barneveld,9,2026-04-04,European Tour,ET,Last 48 (Premier),Lost,4 V 6,Marcel Hausotter,84.52,4536,161,88.13,-3.61
1982,Raymond van Barneveld,10,2026-04-01,European Tour Card Holder Qualifier,Q,Final,Won,6 V 2,Ian White,94.62,3911,124,87.45,7.17
5137,Scott Williams,1,2026-04-28,Players Championship,PT,Last 128,Lost,2 V 6,Wessel Nijman,89.6,3584,120,99.2,-9.6
5137,Scott Williams,2,2026-04-27,Players Championship,PT,Last 128,Lost,1 V 6,Jack Tweddell,86.35,3195,111,93.97,-7.62
5137,Scott Williams,3,2026-04-15,European Tour Card Holder Qualifier,Q,Quarter Final,Lost,4 V 6,Keane Barry,88.63,4609,156,91.27,-2.64
5137,Scott Williams,4,2026-04-14,Players Championship,PT,Last 16,Lost,4 V 6,Luke Woodhouse,94.45,4502,143,99.45,-5.0
5137,Scott Williams,5,2026-04-14,Players Championship,PT,Last 32,Won,6 V 3,Jeffrey de Zwaan,93.22,4226,136,83.87,9.35
5137,Scott Williams,6,2026-04-14,Players Championship,PT,Last 64,Won,6 V 1,Ricardo Pietreczko,92.33,3293,107,84.51,7.82
5137,Scott Williams,7,2026-04-14,Players Championship,PT,Last 128,Won,6 V 2,Sietse Lap,87.63,3914,134,83.04,4.59
5137,Scott Williams,8,2026-04-13,Players Championship,PT,Last 64,Lost,5 V 6,Kim Huybrechts,93.91,4946,158,94.04,-0.13
5137,Scott Williams,9,2026-04-13,Players Championship,PT,Last 128,Won,6 V 5,Jack Tweddell,83.14,5293,191,82.0,1.14
5137,Scott Williams,10,2026-04-01,European Tour Card Holder Qualifier,Q,Quarter Final,Lost,3 V 6,Ryan Meikle,95.54,4172,131,97.24,-1.7
47,Ryan Meikle,1,2026-04-28,Players Championship,PT,Last 32,Lost,3 V 6,Alexander Merkx,88.03,3844,131,91.88,-3.85
47,Ryan Meikle,2,2026-04-28,Players Championship,PT,Last 64,Won,6 V 4,Lukas Wenig,95.15,4726,149,92.59,2.56
47,Ryan Meikle,3,2026-04-28,Players Championship,PT,Last 128,Won,6 V 2,Greg Ritchie,87.28,3782,130,85.84,1.44
47,Ryan Meikle,4,2026-04-27,Players Championship,PT,Last 128,Lost,2 V 6,Thibault Tricole,94.33,3616,115,100.03,-5.7
47,Ryan Meikle,5,2026-04-15,European Tour Card Holder Qualifier,Q,Quarter Final,Lost,0 V 6,Sebastian Bialecki,75.7,2271,90,96.97,-21.27
47,Ryan Meikle,6,2026-04-15,European Tour Card Holder Qualifier,Q,Semi Final,Lost,2 V 6,James Hurrell,76.91,3384,132,87.29,-10.38
