player_key,player_name,country,season_avg,season_rank,matches_in_window,avg_last10,stdev_last10,best_last10,worst_last10,avg_last5,avg_prev5,trend,wins_last10,win_rate_last10,last_match_date,mean_opp_avg,mean_perf_vs_opp,sos_n,checkout_pct,total_180s,first9_avg,profile_url
2046,Cor Dekker,NOR,88.96,84,10,90.06,3.65,95.42,83.26,89.82,90.29,-0.46,4,0.4,2026-05-12,92.45,-2.4,10,36.44,278.0,97.65,https://dartsorakel.com/player/details/2046/cor-dekker
6682,David Sharp,SCO,88.61,85,10,90.81,5.46,100.3,82.7,92.11,89.52,2.59,2,0.2,2026-05-12,91.16,-0.35,10,33.96,195.0,96.55,https://dartsorakel.com/player/details/6682/david-sharp
27176,Tyler Thorpe,ENG,88.58,86,10,91.9,6.07,100.12,81.29,91.22,92.58,-1.36,5,0.5,2026-05-12,93.75,-1.86,10,36.06,302.0,97.27,https://dartsorakel.com/player/details/27176/tyler-thorpe
1,Peter Wright,SCO,88.55,87,10,87.27,2.95,91.36,82.42,87.72,86.83,0.89,2,0.2,2026-05-12,90.71,-3.44,10,36.04,171.0,95.4,https://dartsorakel.com/player/details/1/peter-wright
14661,Owen Bates,ENG,88.5,88,10,88.67,5.9,96.76,78.49,91.12,86.22,4.89,4,0.4,2026-05-12,91.88,-3.21,10,35.97,380.0,97.62,https://dartsorakel.com/player/details/14661/owen-bates
3057,Stephen Rosney,IRL,88.46,89,10,91.01,3.96,96.64,85.18,91.24,90.77,0.47,2,0.2,2026-05-12,94.95,-3.94,10,36.61,105.0,96.52,https://dartsorakel.com/player/details/3057/stephen-rosney
2278,Benjamin Pratnemer,SVN,88.43,90,10,90.68,5.8,99.06,81.94,89.02,92.35,-3.33,4,0.4,2026-05-12,91.13,-0.45,10,35.42,214.0,98.11,https://dartsorakel.com/player/details/2278/benjamin-pratnemer
33,Andy Boulton,SCO,88.37,91,10,89.5,4.45,98.24,82.76,89.76,89.24,0.52,6,0.6,2026-05-12,88.03,1.47,10,38.12,118.0,95.27,https://dartsorakel.com/player/details/33/andy-boulton
84,Nick Kenny,WAL,87.94,92,10,86.51,5.32,98.47,77.43,87.17,85.85,1.32,3,0.3,2026-05-12,91.63,-5.12,10,34.19,158.0,95.97,https://dartsorakel.com/player/details/84/nick-kenny
134,Adam Gawlas,CZE,87.93,93,10,85.43,8.84,96.04,66.4,90.46,80.39,10.07,3,0.3,2026-05-12,86.99,-1.56,10,36.86,374.0,97.04,https://dartsorakel.com/player/details/134/adam-gawlas
25,Dimitri Van den Bergh,BEL,87.93,94,10,92.8,5.33,102.34,84.6,93.66,91.95,1.71,3,0.3,2026-05-12,92.69,0.11,10,32.59,142.0,95.49,https://dartsorakel.com/player/details/25/dimitri-van-den-bergh
271,Rhys Griffin,WAL,87.91,95,10,89.5,5.86,103.01,80.45,92.02,86.98,5.05,2,0.2,2026-05-12,92.28,-2.78,10,36.42,187.0,95.08,https://dartsorakel.com/player/details/271/rhys-griffin
2784,Jurjen van der Velde,NED,87.84,96,10,85.4,3.65,91.54,78.02,85.14,85.66,-0.52,5,0.5,2026-05-12,89.12,-3.72,10,37.6,415.0,95.93,https://dartsorakel.com/player/details/2784/jurjen-van-der-velde
158,Kai Gotthardt,GER,87.84,97,10,87.14,4.94,93.48,78.64,87.51,86.77,0.74,1,0.1,2026-05-12,91.91,-4.78,10,34.02,105.0,95.42,https://dartsorakel.com/player/details/158/kai-gotthardt
254,Dominik Gruellich,GER,87.63,98,10,88.35,4.79,96.72,81.91,88.9,87.8,1.1,4,0.4,2026-05-12,89.2,-0.85,10,36.92,187.0,95.96,https://dartsorakel.com/player/details/254/dominik-gruellich
2201,Martin Lukeman,ENG,87.62,99,10,83.9,3.79,90.16,75.78,83.36,84.43,-1.07,2,0.2,2026-05-12,90.04,-6.14,10,38.2,148.0,94.07,https://dartsorakel.com/player/details/2201/martin-lukeman
20667,Adam Warner,ENG,87.6,100,10,86.71,4.89,94.93,77.51,88.31,85.11,3.2,2,0.2,2026-05-12,89.63,-2.92,10,36.4,139.0,93.89,https://dartsorakel.com/player/details/20667/adam-warner
2295,Greg Ritchie,SCO,87.51,101,10,85.05,5.16,92.55,78.19,84.35,85.75,-1.4,3,0.3,2026-05-12,89.33,-4.28,10,36.9,152.0,94.2,https://dartsorakel.com/player/details/2295/greg-ritchie
2199,Thomas Lovely,ENG,87.49,102,10,90.07,3.18,96.45,84.96,87.49,92.64,-5.15,4,0.4,2026-05-12,93.12,-3.05,10,35.29,169.0,94.34,https://dartsorakel.com/player/details/2199/thomas-lovely
